Age,Gender,Weight(Kg),Height(cm),Muscle(%),Body Fat(%),Exercise per week,Waist circumference (cm),Hip circumference (cm)
62,0,79.43747209685762,170.9636112729528,42.722871320795804,42.45901466737425,2,21.35928384363624,24.57491418030462
77,0,65.5741294775637,174.5117164333291,43.128801828944276,38.28764479434281,6,15.258349099219343,18.854996517762984
28,1,68.404853242168,178.48598803871815,54.09768227805161,18.880274911562967,6,22.585740074616293,22.042628920522255
28,1,76.47727499616039,171.5618552987538,54.458369352018835,19.901452661862546,3,11.785222269506292,28.005409155487875
58,1,85.43714688207953,181.79366674009248,45.14778593971697,25.698587806780044,1,22.50852208144012,28.531838500790037
73,0,63.920150356469414,160.68949908662603,32.357759610875206,36.19146144922936,0,17.204803752449457,24.062973900129425
18,0,65.05243699718183,161.8495416996453,55.32899134423579,26.796177055521134,2,10.7391598123217,17.37502227903254
18,0,30.218307863634436,161.37461420936057,95.0770617886324,13.955294989486296,6,4.673932840169391,21.12279309070957
19,0,60.66349673228153,152.88388827364102,67.8129355413114,26.056316825436348,3,20.30210060772304,17.170366552094546
32,1,51.7417476614916,179.52012952106273,49.582075572625385,9.863428434769881,0,17.589683754940562,12.249767796044335
51,1,78.66319940730817,179.68770784181027,54.35234690099101,23.26098283939861,7,19.34408319155707,15.000579524570156
49,0,69.6777954620771,155.4403464946144,40.48553155271316,40.261678939216786,1,15.414239782727753,25.39829457747661
43,1,45.757962649388034,175.2949385721935,57.05602523957626,9.10726115521221,6,13.014310351015059,17.769711435136784
65,0,66.8150697762731,165.16626037398422,31.229876506978687,37.687859461210664,3,16.005303090067457,18.4867435031232
62,1,84.66875231815304,182.83702438004204,42.838655454704536,26.71068446251053,2,17.88373960280891,16.061041302237204
72,0,67.59921469135729,154.0764585993213,42.95488384846221,45.31447505872939,1,15.800605712040287,9.189717475676723
64,1,95.21799039030947,186.07426728074645,46.171805367534695,31.97303422907804,5,18.528468311427734,19.685406201450313
76,1,79.6778755643801,166.18810570913465,35.90012032331038,34.242199000476454,5,25.121761526762974,21.36843389666082
72,0,65.48521627944827,166.89319778045888,40.75368671286388,39.355287090500525,3,14.500379075585272,13.119190913448996
55,0,70.66340130519022,152.77686908937167,34.71160554964411,42.053078048022854,1,16.34711135148923,23.286540463202527
50,1,75.39925401017274,180.58415420205046,41.26499793111103,24.809133704553087,3,11.005480748410069,20.127551393795724
23,1,50.82591064443876,176.60763724963198,69.75977799725311,10.85719144975145,6,8.598695132000303,14.255081843105213
28,0,40.283554998727105,169.03950489026377,55.33734780633191,16.94054889466318,0,11.388070348304208,7.703957670549521
18,1,87.45937666746163,179.46576689314676,62.836635528734185,21.10504943403956,2,17.28111044841185,24.223482221134443
21,0,62.29796681322462,163.2491417924784,66.25659338551493,22.828616760008057,5,11.882448053163195,6.020927761901866
50,0,52.894988409306315,159.77024477741816,51.218141225845784,31.296276648468574,5,14.452839035372087,7.245715013475978
25,1,73.77068129148797,190.89485000463077,62.52815019824097,15.499053366392015,5,16.367198533565485,18.631203597058814
44,0,61.47875279696326,164.6376871070629,45.08708687322923,31.397721946608993,4,12.905365049333662,18.106475968687985
46,1,71.71031339979491,181.81490213264087,56.50288907527609,21.847979988840248,3,22.70607013615011,22.791637470150622
37,0,63.880274794053825,162.15139036289543,63.55320767637919,32.62563353473518,1,19.826624083432392,10.22213161238985
42,0,66.09394794604893,168.367064622157,49.43550687351414,30.979029372921737,3,11.749973806759513,20.022481130164312
68,0,58.72581115622523,167.9318758970794,47.97236931412481,31.843789637544823,2,7.813286167758662,10.239730028216002
26,0,75.70996467205255,170.96572542321186,54.04187338920566,33.34357171512056,1,16.564085821356542,23.068369205815383
60,0,53.74580992253111,164.95342581758135,47.83876068162755,30.666385649881228,0,17.055161590791045,13.876017328444052
43,1,57.72947642724392,178.00613771768568,54.59459228813053,15.554355725963084,6,18.5090882213245,15.473810618725949
18,1,79.63812369334995,173.9894771165324,55.46395141648951,21.68088208484941,4,15.440411852270381,17.86301741630355
36,1,64.9906957914059,188.6481281692086,53.92582447183199,13.30891619385259,2,10.961467953956246,-2.3381888116565612
46,0,63.50122033237538,170.8325671433452,39.228811705724425,33.735315204786666,3,13.059190249212733,16.37927662898492
20,1,58.83724204391326,182.07241502059105,62.043170102566094,8.996952036469386,3,17.740072334124353,15.40467589083904
49,1,86.6639496722906,183.11530862354974,47.142720903006015,24.87802979026296,6,13.525694717354796,24.377065809494884
27,0,71.88838247032785,174.57159178305395,49.43375696624404,27.70824542821592,2,17.608261442391864,22.27085086661848
40,0,72.5635156928738,173.72686315570712,46.74546546423248,32.984144874770756,3,7.940147516824338,16.071320248042817
76,1,78.17830040773491,155.51197039838584,33.98396736989706,38.82608121492413,0,24.457327976369555,27.907828663912472
60,1,85.21372558042506,169.55186692218382,40.78327867668233,32.872753093141725,5,21.08250844566565,17.724328553374235
55,1,84.71305599425676,170.47653446723902,47.66205818642446,34.75954530754005,1,24.433647305601642,17.778632993523978
24,1,92.0988987187053,158.41195013360885,55.10764158771179,32.91125498064143,3,21.515477762328306,27.15527790752052
53,0,72.48034725961725,164.1061290457246,39.3143975392307,40.30136963059134,6,8.8927666525007,19.255568568596185
60,0,90.60084538268795,173.04491328399973,50.50015259944484,42.818074725050614,2,20.767792855543497,32.41458039970939
52,0,61.92214383320188,169.64616049721616,51.056421599379675,33.139380389873885,7,10.257269454445963,16.649177911345248
38,0,77.86268613404602,161.8237898402449,47.30122503334038,39.30996081051065,1,11.613529809054079,21.36255072054674
49,1,119.08966200439278,172.46977492668398,44.87509165264679,45.37105002279302,7,23.523511607127368,34.15085651758675
56,0,74.38283805975998,165.67284543858688,47.740001325842556,40.15937495988493,1,15.786488025912979,18.657979691115678
43,0,79.44173078548968,166.22794752710078,50.752141292899125,39.52432005573336,0,25.267142169645975,25.68618280845289
79,1,80.70525819685618,170.21597746908913,38.730142428542294,32.185029802025134,0,16.416089957012304,8.912992179647128
74,1,70.03197605536681,176.17933311590488,35.73794325104534,25.882720712371544,7,15.855836804509183,17.214312762101965
79,0,64.65315112613219,175.85350344969854,38.775293119431716,39.521250259271426,5,19.627750876815366,15.47446202385896
51,0,64.02900432596677,172.96719518096464,45.78445454849745,30.736618601308574,5,17.897904829674435,14.139579681564197
43,0,70.55376816806908,161.5282166757147,47.85753050753275,37.278555754042536,1,15.604568594592214,13.787659518473818
20,1,70.01092275806906,168.8514016903505,62.047944124507914,18.95411927208639,2,15.680261958164992,9.84904889927287
22,0,63.2305277250595,155.34476540389832,57.22610988960029,32.9173256100437,5,16.115706205775048,27.289298021500976
20,1,110.25331316280375,179.4658128910554,53.53102501364147,31.118977955528916,3,30.081947241454003,27.963460430157042
42,0,75.08520824778581,160.45566072567425,49.755441174578756,42.39119120040887,5,16.866378622728252,16.889949962532746
29,0,71.52534693759479,163.01823699135323,54.114836603019945,34.64353936625172,6,15.59557594556069,16.39189455789137
45,1,69.4415802454935,178.4425513877973,53.66515564366817,16.700098486426626,0,18.01824611304775,14.493015591040312
43,1,85.65817812596781,174.53974817248908,48.53378671486167,28.78786602245238,5,16.85464330026929,31.490256397655145
52,0,65.88952272609703,161.20176610769207,49.390792859938145,34.42631288412264,3,18.6681976611938,21.28236012542754
34,1,62.795620568998416,179.43287251612503,52.330922035516856,11.331343991937867,0,7.862389226157301,24.049208914347993
75,1,92.90144576214604,172.98433444668035,38.82849917035411,39.31648409810456,3,23.994158961900908,32.77145584104012
63,0,68.42725346377703,168.98837096162544,42.08748137415977,38.8715675947595,7,19.410527959618197,24.867291080977694
75,0,63.38374254537529,155.01712127131492,32.36169615287825,43.75810917639208,3,8.921434334804633,19.98182964459002
70,1,94.93628355022034,174.8222766753086,43.116281070279356,39.60550545694884,5,20.856607373845268,20.996206037744727
77,1,87.03675064671594,178.05699776823238,39.296722950979884,39.257255550515296,6,20.36636979697649,17.437656883894377
37,0,62.79035826170336,166.45867965563286,56.91540084378397,29.36104622093996,0,13.852628361362441,13.564658443222111
56,1,88.28786127887577,173.08177730026438,41.54876035856231,32.16474019158959,0,21.45657335009205,27.355681390959013
67,1,90.22167620535929,182.62306987249343,46.82541243173976,31.470771573158324,1,20.333954661437776,26.98217616414967
58,1,83.06824094136118,171.29491233717647,47.85477821399715,28.490044248120565,2,22.49114626335164,27.469049902323633
73,0,56.56626845460619,155.41211274220453,36.215078223270545,41.676151130590235,6,7.835610121652388,14.528063751089114
48,1,103.6098014493505,164.74937583853125,43.6728591156251,40.48158103674635,3,26.27799662977169,33.535696242154074
53,1,86.58954136522206,165.45872239014216,45.870550599045096,32.69373096733239,4,17.570759446147576,12.125759801646009
25,1,75.62765031509764,174.64704003794958,59.72675761695467,22.926975502529853,7,16.537603564930983,24.798420049924665
56,1,96.0957823850469,172.93316437104616,43.04501243757033,32.12748983898978,3,22.311690428788555,24.536846031161854
20,1,60.755116637171454,171.5437039178708,53.03031633787872,10.582046429935009,2,6.383769959130207,13.79693857915302
60,0,70.03815695589554,169.95048178108667,43.07832005375501,36.98045275842715,5,21.958286527479405,17.738871622590477
67,1,69.68684822990613,167.75531594827507,43.359568755656674,32.35676871594385,0,15.66633565135838,20.935297503758367
37,0,84.71668750461816,165.47427500933514,51.10477504267729,38.49467948396909,6,21.218674257891774,14.666841297786856
79,0,57.67315808742381,169.19995945547387,31.882734316466077,38.038763200526965,6,11.342134898911628,12.369427004834723
72,0,66.50418905143576,181.82390909666793,39.77982355732752,35.69607856644514,3,15.635955964914267,21.71254030279492
21,0,71.1802871098362,168.54157885573608,57.898839178359374,29.371268926617905,1,7.638527191311432,23.72220181271308
65,0,68.40600019099858,168.95082091525288,41.430421786406434,40.11069441024172,5,7.771555195306407,13.551306176883696
30,0,72.89900080037874,154.71644307554655,44.17073228358253,35.4891156056437,0,12.144481270913207,27.025188053768552
38,0,55.08607650543693,160.52726776617348,60.99262907349775,28.997814469904043,1,21.93636100368578,20.491156300092594
38,1,82.56456457352328,171.26827252594842,50.80415256905933,27.834859705321715,3,27.40500653863269,23.319151519494444
42,1,88.29609914660719,168.34756271828786,50.12924649254942,30.961599368802464,2,16.626614784815487,18.680550722927286
25,1,72.80882211772857,174.53526717134804,58.89419197253123,16.29290268369283,6,17.143499606770476,25.344132213944796
30,0,58.98632356048786,153.8490438652783,60.75379761581311,30.481683317976966,6,15.237967039495915,20.015625310481223
62,1,113.75682151724405,177.95409212494877,40.19048846145398,38.6787709922764,0,20.272964750067167,31.153934658347225
54,1,71.59327772765714,169.20264213113964,43.72843395726217,23.94389617655254,0,18.12224777782857,15.130379843423437
66,0,64.19740953792454,155.81711910285082,41.22273716187061,38.43598258479161,6,11.163185966105074,14.839983878792276
31,0,64.11717951648745,159.3742780242119,58.40322975536005,32.80131064288332,0,24.48073182792458,15.335815018695197
55,1,83.7735662724848,165.83015989202323,38.99872376406166,31.707658908419397,0,12.04957193450184,30.637732021116506
21,0,57.40959552791352,160.64727189645527,62.92935981586837,23.933763009826095,1,19.449885489243947,16.624105664358833
75,0,50.00412543797067,164.91405206021378,39.55932828064036,31.931980568371994,1,16.470747491157017,4.664451247218166
33,1,66.44138537802816,183.65265222647307,55.53056641859836,13.20240708693044,7,19.927647986546358,19.325675161057774
68,1,91.839734177819,176.91363443560988,41.398037511665024,34.91896520286208,7,24.831357104352584,19.928888120871267
55,1,66.65380847320147,173.3278347649338,49.48537951825217,21.9723183367257,2,15.818068090197722,20.84534868709465
43,1,101.03108220826765,183.52836120909765,51.73079027124415,28.80680614733179,5,9.444528622460716,24.91319955338736
41,1,84.8254670929402,181.94429644675566,47.61928176348757,23.110752553424106,1,17.773868693222585,17.201025113822862
31,1,81.8033845015132,193.4044884191019,56.21434105910426,19.95377406856412,0,21.480484456794706,11.044878211485855
78,1,80.95935180366399,168.05380713774733,38.49496515707493,37.454493845423116,7,21.808652731911508,21.948539520127227
37,1,73.1156467126314,183.79505439641633,52.434458258663874,16.905774978633257,1,21.63236922100665,7.823486144804823
28,1,74.94371043322941,172.8827121945831,56.834635519177226,17.780646918922383,3,15.398897191816674,20.35933505696561
54,0,59.071720626205106,171.65376605549912,46.587044288914306,28.343947575199717,6,18.15071271709011,18.85380944506282
24,0,77.07809308461002,171.1505045680823,53.31500756239775,34.434789374218234,2,17.864655921696947,19.394303302435763
38,1,88.69098858761005,182.2306831326003,50.40720310911338,22.60102753557255,4,21.549031499246652,27.282247479336363
77,0,76.96571501664491,164.80886822343047,39.064426361727676,48.49611576292321,3,16.463582326014727,16.59097920958431
46,1,95.39231422095298,169.88522625337353,44.00595990100004,38.357419633159594,1,21.47139089252122,23.369179412353013
51,1,91.99248880256222,176.17876634732673,47.27834497893915,31.035069804485502,7,14.929718666605343,23.810367517859287
25,0,75.93068586613211,147.96268420416376,56.422494811218826,43.32977275825966,3,21.705793198052522,23.00160552704859
45,0,76.85704154662997,171.9723338006407,47.4749569941664,35.712470780400864,1,10.767552710545935,27.617850059564482
42,1,79.2071006856305,172.40645588817335,51.19110885382315,28.493980820173096,4,13.323858967102861,20.338015172405797
49,1,85.38814100686761,173.52740889007268,49.75021526083358,24.767196632897544,2,16.70903603764148,15.736793606837988
67,1,77.50425005962515,189.3008916774588,40.824668452472146,26.838954775164126,6,10.314657078726219,24.101486488907753
38,1,91.02316679074727,183.21431700239728,44.36036740727955,25.66881141299745,2,20.777608650437106,15.87240372425416
30,1,69.76504055213759,174.72182766635677,66.3416060017094,18.6051255210647,4,11.102934630963167,9.10509258801863
71,0,75.01952267791766,156.64791747730885,34.41909323674035,47.19845438183319,3,25.790260316714303,22.785873086592957
59,1,58.99238059587586,185.12552755162605,60.744732879763,21.303801989018957,4,10.17325275043363,8.788651126041913
59,1,84.78999784540079,182.8552252016118,37.644958823479364,26.166271436158762,5,21.71921226023643,23.242935309657316
37,1,93.98886247809635,162.67433831613457,42.163655669579015,32.04148338983079,0,15.482643838247197,32.31271160462079
24,1,81.21650366060032,172.78224767095742,57.36815176586122,24.0139236326942,7,17.58104901020735,21.706409685109694
48,1,99.68612932613948,170.45514095346851,47.22693011766907,31.40320820769366,7,28.13205897066118,29.72721845125412
47,0,56.22357580240425,160.92154187990383,50.80050192451462,31.843511505476094,0,17.063752560360893,19.213575377800247
34,1,88.73146555202923,168.28392534293565,49.55063347207414,29.931103376627977,0,19.22986125326103,29.171000123839264
20,0,72.1799030991617,176.75854179558772,56.802116849494475,27.949976509447428,7,13.417063262861637,11.871381889906939
27,1,79.22533767252372,172.35082163707477,51.9239995558473,21.086418056869753,0,4.030580589854775,19.88084360247638
74,0,64.46255491030875,158.32156776577574,35.7961612877962,41.428744613686874,0,10.940234290313846,8.639704495043388
37,1,93.26068094541574,173.0307071001725,48.387594808956905,32.00908036113568,6,21.8942900780973,26.833949641990053
73,1,115.3337038785231,179.27566883628342,43.270323262116456,40.42179446778043,4,19.384814288871638,23.58258386356956
58,0,60.73242883117646,169.4307322605688,38.11169524522772,32.343412025522795,4,19.425502097129502,29.446157196271294
60,0,67.39308466820346,155.63488556152836,50.67396819639389,40.890645671778636,4,16.137606169372912,25.237371888737457
65,0,71.19154261005198,165.14555595372786,47.98779048985367,40.846697071170496,7,16.32886223663545,26.27314459317053
49,0,66.28451737597753,170.568067768685,41.30835130903861,32.626338110242614,5,10.67423308645667,19.784952507655273
75,1,68.96212326015748,181.1689934700294,35.221346589480326,21.854901839305473,3,10.358798505091013,17.10229935679177
60,0,51.42597040213789,173.89441742460755,43.52735661311981,30.33840525672848,0,7.112324854991721,7.68838778024611
57,1,67.3046501751369,182.20972572306812,43.91843800275096,23.948856807060764,7,13.101328100475506,14.603863039924251
65,0,75.03498453552865,167.3808239448325,43.362436471099116,39.564307743836856,5,12.642982321272875,19.967928526808723
55,1,76.1712208684662,173.13159701589976,39.92323331263968,25.896364697328217,1,26.563069201812418,20.91803966625148
52,0,52.41268350736989,166.93696330733488,54.16024032890488,28.132291180072723,5,7.010449110533936,9.929384975019099
43,1,88.20100352302069,172.4322291172972,44.25328581300426,30.18208652615286,6,18.501654259646394,18.40594970798118
40,1,87.70243215381522,177.6770899247351,49.887055292701845,25.408034322952645,2,17.298755828100486,23.69880670581111
56,1,87.86397016464753,180.44271868570462,40.46303484108942,27.872517956008807,0,26.35675191224953,26.97482868239015
38,0,59.968547480984185,167.39828678749723,56.99645414823866,26.596277800756745,3,17.74664120173912,13.150069379575317
50,1,108.49822902342824,168.1782948673055,42.14438109582468,40.85588412295872,7,31.340928157834455,28.42930959305655
31,0,59.64671814046077,167.3238623139831,58.053005138377024,28.982195971526643,2,17.806245775479766,13.86392817315842
62,0,75.03213199739024,168.98551612320708,50.612923331277656,41.124980986742116,7,13.878197600731168,30.437106983280984
57,0,46.14799947978883,153.75536096073574,48.57824043216624,30.420471159150086,3,17.256117974554392,9.186504511157018
39,0,77.3863204804112,161.0932344960583,49.132768660067924,37.88658516640879,4,23.477044309735806,18.194607404836532
37,0,55.72646865809426,171.826383408477,56.60931330309191,24.723906859524686,4,13.920646623528002,19.599561320936775
71,1,78.35093426944725,171.71991947662988,33.511365837010864,32.165694881598036,2,25.41171747978942,19.174602729980126
45,1,43.95869097650469,176.00337417324363,43.87647724056506,9.931587757049671,0,17.38581492187054,14.294940834944668
39,0,73.06564176680999,163.7038433971759,44.37990194148891,37.19130954435651,2,10.778364948926376,7.1190380811134375
62,1,58.13672750802604,169.7349051608659,43.23026735985011,21.25836980303719,5,15.296467006236512,22.115420991023907
58,0,59.19222211496029,165.92495704935186,44.74811244293698,37.54254511315605,6,15.246513290757147,21.01564563509586
36,0,61.0088814779725,155.35609458818203,45.96516664458456,34.896149776466686,4,19.864886177449883,16.76426567450433
50,0,71.87863327187017,162.36103388583075,44.54301896666545,37.04401652646553,3,23.09020576622197,22.883648619308943
45,1,81.15277824438152,170.44998193423578,48.269535162253554,29.28694524170956,0,19.887635189262866,23.634610305954926
30,1,80.10204647589157,167.47570659883615,52.32583961532712,22.683109090632833,2,20.18118212699156,29.956270317651708
34,0,48.02902615013748,183.74676911546874,60.33872124054619,21.586359047929413,6,0.6585309183120902,15.42566410850695
53,0,65.81062870693657,166.83653666226564,42.513413436427115,31.523710986196107,2,12.969040841008306,11.107751705610813
65,1,55.062620179464886,182.88693595779307,45.49724542846033,17.696371192521923,4,6.588153837200902,11.49428779703858
18,0,63.45534481132024,148.55330185105694,63.95712875086037,35.17492607140692,0,19.268341576867506,25.85370391051348
51,1,73.06855972022902,166.9733469983537,39.85549860584063,23.445176292666698,2,17.531707837937173,17.313749403904247
23,0,64.59428173254824,165.3227987434073,61.354905970880466,28.729387857314702,2,8.609861395689368,10.31639946729993
77,0,63.92697855995771,154.0038669355205,34.5568738556715,42.11855781231289,0,10.634368057794639,19.39420769983219
70,0,60.667401165124566,168.79978591523317,44.15991011879162,32.29151509390928,6,14.52865717024933,9.56270550256722
45,0,63.281370135367084,163.5629903595833,54.89620020140863,32.95527321068684,0,16.93502736864145,21.907508234212774
56,0,65.84782864643958,168.66632152211974,52.64124030223725,35.78753303161183,1,16.905928608355836,12.470324366904059
29,1,74.12527148867314,172.59765407151812,54.22779622225114,18.510442838021564,3,20.286603132078714,17.478034962930096
69,1,78.82073542187771,166.28879120113515,51.53519397202917,29.604138414375562,2,9.885598309655144,31.011905485811603
67,0,76.93956259988278,167.9028897011162,37.20718046114979,41.19571182584859,7,24.158568732772437,19.598456067895704
20,0,72.22696009522619,180.67820127949506,55.25184170568507,23.961577753549044,0,21.412823220565212,20.438664400601358
74,1,87.6962813014594,178.61324800980472,40.96588012485242,34.16757908304004,7,16.43195971438162,24.253901375178135
52,1,66.91227026612192,181.82535766712428,49.82243893786833,16.260007637882357,5,17.071730049781145,7.280944454530534
57,0,79.55021222763163,163.74552667762228,42.52345870855608,44.1657543498364,6,18.625821906466893,18.31386277818774
20,1,72.93756535229261,176.95889862698326,63.17766944966908,13.044541225862568,4,9.100253852385826,19.836560228331646
74,0,34.80487844179174,177.60357827057598,38.15766567265079,21.731086638254425,5,8.88707572727781,6.3604450541075295
70,1,53.92729291495185,185.89968978436946,48.257527384942605,16.980621884009288,0,14.384612995541195,17.11516464281899
48,0,58.738099677784334,171.68567465609033,50.074142562136274,29.21404400120628,2,9.392782504906712,21.02360008782938
26,0,67.07649335404092,151.84307560392983,61.809999670639826,35.35985041451447,0,18.594017541849926,22.180793733732862
50,1,93.89323103362389,183.65291505264352,41.48262399722712,28.334972014401597,5,20.893435671048923,23.99299471779993
36,1,79.54742500056298,182.7820299726693,51.483542101771185,19.635702358762508,2,18.848781210740725,15.414992863290971
58,0,77.35121821948528,162.22336488124657,45.80693200391077,45.510157127510944,7,17.219816162701047,31.97589533595827
40,0,64.01561013844368,165.96809082850066,44.62262530371473,29.931070863431138,4,27.76443249047214,12.39517424600832
74,0,65.40919175395722,170.1857704179409,43.217568264287884,37.002089181941066,0,14.230598719638275,12.323551210338103
29,1,65.77332690865796,171.14362172211602,55.08698527455414,18.293901644059115,0,6.891766814354931,15.651570379623319
44,1,82.88352146292847,169.80439335865856,54.771644977145506,31.95683010448465,5,8.716668772249044,23.24289751226248
70,1,81.96653136028877,188.6052213372822,39.514016566418846,23.00397805646802,7,19.239789091723193,25.322883238095116
21,1,55.35216783268749,186.63029116009614,67.62190712716693,10.640681951056505,6,11.967923086780258,14.499931504556423
34,0,72.68342949486146,157.04001033624644,46.3408104022759,40.94790255299231,3,18.620264267672518,22.716160675275788
60,0,71.38517860594486,163.15914837353526,42.8876733736959,41.477765575877925,1,19.151073032611578,22.787973194096054
37,1,69.21020014805671,183.76549036831872,46.05854313576741,21.278975086748652,5,18.338166842480785,17.871271910956345
30,0,50.76042847549855,161.99528905790936,64.9217861152556,23.0665592595623,0,4.543181851957377,16.411392393207844
34,0,70.25977558417617,164.35436056756703,46.41279757255298,35.07179933264888,3,19.137864228150182,21.88087135898649
56,0,67.32155949742035,164.9555391025899,46.01794035967484,36.18951240584908,1,19.417218836399496,17.327986437462396
72,1,91.4115446293903,164.80213491424675,34.060303946250706,38.06016900544795,6,39.6663696389862,17.643323485225466
70,1,95.11270534755383,180.53437919413938,43.408274705453294,33.3107493392397,3,11.223074932061895,28.170779964695253
18,0,69.41421499490926,162.44815597425483,58.2352900064107,33.53901067550508,4,19.551010700340903,27.738808442780197
36,0,72.79273887394163,174.87735630741457,49.01141087099754,30.13027125071161,3,14.845551894545443,1.374110655935123
65,0,60.69900796238055,155.33223170859677,36.99638478390986,42.26962984655468,0,19.016555240951895,15.75778631183717
57,0,77.35782191822155,169.76151273815316,47.27095118600465,39.58681526690191,6,9.334473151060145,22.104096584574204
70,1,92.86661910492742,171.13374828495859,37.04511633501031,35.77681310756539,6,17.37410510698049,27.647561555599854
20,1,92.30833128509559,182.93536430301333,51.39979469728993,19.79203012402845,0,14.872327591647256,16.71537310967822
74,1,73.0366835385016,185.98254146974247,42.9403782854705,29.762656485833865,6,13.940810861265852,12.480978368373902
76,1,101.02397889419645,164.47843788768128,38.99359174729704,49.00474331768043,4,29.82805967327933,22.64905864617576
42,0,71.06723059136183,168.74153953936386,52.94671022335691,33.37511602742526,0,15.243072254711079,27.92826845987078
51,0,71.4181553024169,170.16161194682576,44.347440891061915,33.74489311378424,0,24.95898685173339,8.170014249138386
49,1,101.66630582230538,178.18356618749667,51.20901724546687,34.108626595858034,2,26.693481656628556,20.668492009572812
57,0,47.21649032734619,157.7413429581754,38.703524219332635,28.246810520440626,6,12.908962828840966,14.619417906678576
73,1,89.25508924365046,165.43831002159627,40.71705662199599,37.031933156878594,2,27.63999096137357,25.584057569916048
25,1,73.48032365314708,174.038520782657,49.025243596899735,17.58969304938625,4,21.933616112371787,18.07217849788667
